Year,Company Name,Type of Breach,Records Compromised,Financial Loss,Impact Level,Industry,Human Error Factor,Human Error Factor Code,Mitigation Measures
2005,Community Health Systems,DDoS Attack,599087,2518157.56,Low,Healthcare,Weak Password Management,5,Access Controls
2024,Facebook,DDoS Attack,738290,2464832.332,High,Technology,Weak Password Management,5,Access Controls
2022,HUD,DDoS Attack,658776,1533224.009,Critical,Government,Insider Threat,3,Regular Audits
2001,Wells Fargo,Insider Threat,790460,2499322.087,Critical,Finance,Weak Password Management,5,Regular Audits
2006,American Express,Physical Breach,924635,2466543.306,Critical,Finance,Weak Password Management,5,Data Encryption
2001,USPS,Insider Threat,384349,1505458.281,Low,Government,Insider Threat,3,Regular Security Training
2020,US Bancorp,Password Guessing,71260,544212.3634,High,Finance,Unintentional Info Leak ,1,Data Encryption
2007,HUD,Phishing,681566,1551949.739,Critical,Government,Insider Threat,3,Regular Security Training
2024,JPMorgan Chase,Ransomware,370844,1973307.076,High,Finance,Phishing Attack,4,Data Encryption
2001,Community Health Systems,Ransomware,362996,478888.0096,High,Healthcare,Unintentional Info Leak ,1,Access Controls
2022,Mayo Clinic,Password Guessing,866472,2514115.825,Medium,Healthcare,Weak Password Management,5,Data Encryption
2021,HHS,Malware,936228,2480802.04,Low,Government,Weak Password Management,5,Regular Security Training
2009,HCA Healthcare,Phishing,173769,936249.6649,High,Healthcare,Improper Disposal ,2,Regular Security Training
2006,Treasury Department,Password Guessing,24792,2509691.598,Critical,Government,Weak Password Management,5,Regular Security Training
2015,Walgreens,Insider Threat,466420,2429639.983,Low,Retail,Weak Password Management,5,Two-factor Authentication
2000,Wells Fargo,DDoS Attack,994471,2451738.722,Medium,Finance,Weak Password Management,5,Data Encryption
2020,Kaiser Permanente,Insider Threat,623180,2049568.424,High,Healthcare,Phishing Attack,4,Access Controls
2014,Best Buy,Physical Breach,139364,2475898.119,Medium,Retail,Weak Password Management,5,Regular Security Training
2015,Treasury Department,Ransomware,808141,2454201.282,Medium,Government,Weak Password Management,5,Access Controls
2005,Citigroup,Password Guessing,562320,1490873.041,Critical,Finance,Insider Threat,3,Regular Security Training
2007,Oracle,Phishing,333006,1035505.726,High,Technology,Improper Disposal ,2,Regular Security Training
2006,Amazon,Password Guessing,37374,2040002.31,Critical,Retail,Phishing Attack,4,Data Encryption
2014,UPMC,Malware,560565,485302.0658,Critical,Healthcare,Unintentional Info Leak ,1,Access Controls
2024,Bank of America,Insider Threat,973880,1447947.565,Low,Finance,Insider Threat,3,Regular Audits
2010,Cisco,Insider Threat,940500,2590441.585,Critical,Technology,Weak Password Management,5,Regular Security Training
2018,EPA,Ransomware,723622,2533188.579,High,Government,Weak Password Management,5,Regular Security Training
2021,Target,Phishing,324047,533777.6525,High,Retail,Unintentional Info Leak ,1,Access Controls
2011,JPMorgan Chase,Ransomware,58706,1509283.055,Medium,Finance,Insider Threat,3,Regular Security Training
2024,Amazon,Malware,24643,1041329.416,Critical,Technology,Improper Disposal ,2,Regular Audits
2012,DOD,Insider Threat,334193,2526561.903,High,Government,Weak Password Management,5,Data Encryption
2012,Walgreens,Password Guessing,896278,2512727.459,Medium,Retail,Weak Password Management,5,Data Encryption
2011,JPMorgan Chase,Ransomware,468220,1032560.813,Low,Finance,Improper Disposal ,2,Access Controls
2014,JPMorgan Chase,Malware,845809,2508472.14,Critical,Finance,Weak Password Management,5,Regular Security Training
2018,Amazon,Phishing,151616,2486996.745,High,Technology,Weak Password Management,5,Data Encryption
2002,Treasury Department,DDoS Attack,395025,2367240.268,High,Government,Weak Password Management,5,Access Controls
2005,Kaiser Permanente,Insider Threat,745747,1971245.807,Critical,Healthcare,Phishing Attack,4,Regular Security Training
2012,JPMorgan Chase,Physical Breach,515416,504919.6099,Critical,Finance,Unintentional Info Leak ,1,Data Encryption
2015,Cisco,Password Guessing,486964,2012788.938,High,Technology,Phishing Attack,4,Data Encryption
2009,US Bancorp,Phishing,686572,2030964.165,Medium,Finance,Phishing Attack,4,Access Controls
2022,Johns Hopkins,Phishing,126152,2585693.294,High,Healthcare,Weak Password Management,5,Regular Audits
2023,Community Health Systems,Physical Breach,504825,505651.6891,Critical,Healthcare,Unintentional Info Leak ,1,Two-factor Authentication
2011,Home Depot,Password Guessing,604207,1444677.077,Medium,Retail,Insider Threat,3,Two-factor Authentication
2004,CIA,Insider Threat,921982,2003535.985,Medium,Government,Phishing Attack,4,Data Encryption
2011,UPMC,Password Guessing,957411,994133.0347,Low,Healthcare,Improper Disposal ,2,Regular Audits
2020,Intel,Physical Breach,204229,1040334.914,Medium,Technology,Improper Disposal ,2,Regular Audits
2024,Citigroup,Physical Breach,339277,2474143.207,Critical,Finance,Weak Password Management,5,Data Encryption
2021,Oracle,Phishing,561380,1548776.09,Critical,Technology,Insider Threat,3,Regular Security Training
2016,CIA,Ransomware,817639,997347.88,Medium,Government,Improper Disposal ,2,Two-factor Authentication
2006,DOD,Physical Breach,232854,1588767.417,High,Government,Insider Threat,3,Regular Audits
2022,HCA Healthcare,DDoS Attack,558942,2557715.292,High,Healthcare,Weak Password Management,5,Access Controls
2014,USPS,Phishing,859620,1517636.173,Low,Government,Insider Threat,3,Data Encryption
2022,CVS,Malware,857727,1462158.774,Critical,Retail,Insider Threat,3,Data Encryption
2005,Citigroup,Phishing,781623,1537124.514,Medium,Finance,Insider Threat,3,Regular Security Training
2009,Johns Hopkins,Malware,137543,558375.2631,High,Healthcare,Unintentional Info Leak ,1,Two-factor Authentication
2000,Ascension,DDoS Attack,453195,2083951.44,Medium,Healthcare,Phishing Attack,4,Regular Audits
2001,Wells Fargo,Phishing,953662,563670.8663,Low,Finance,Unintentional Info Leak ,1,Two-factor Authentication
2003,Microsoft,Malware,617146,2049047.636,Medium,Technology,Phishing Attack,4,Two-factor Authentication
2002,Morgan Stanley,DDoS Attack,783445,452315.9049,Critical,Finance,Unintentional Info Leak ,1,Data Encryption
2005,Walmart,DDoS Attack,764944,481400.6963,High,Retail,Unintentional Info Leak ,1,Two-factor Authentication
2018,HHS,Physical Breach,228538,2493999.438,Critical,Government,Weak Password Management,5,Regular Audits
2000,USPS,Malware,966190,489120.0965,High,Government,Unintentional Info Leak ,1,Regular Audits
2005,Goldman Sachs,Password Guessing,113537,2568630.356,Medium,Finance,Weak Password Management,5,Access Controls
2006,Treasury Department,Malware,428376,2053955.808,Critical,Government,Phishing Attack,4,Access Controls
2003,USPS,Malware,520900,942229.3238,High,Government,Improper Disposal ,2,Two-factor Authentication
2002,PNC Financial,Insider Threat,122343,999624.8765,High,Finance,Improper Disposal ,2,Access Controls
2007,Facebook,Insider Threat,305704,565817.111,High,Technology,Unintentional Info Leak ,1,Access Controls
2021,Johns Hopkins,Malware,14406,1022200.034,High,Healthcare,Improper Disposal ,2,Access Controls
2014,Home Depot,Password Guessing,710381,1999701.372,Medium,Retail,Phishing Attack,4,Regular Audits
2003,Mayo Clinic,Phishing,382377,476149.3186,Medium,Healthcare,Unintentional Info Leak ,1,Access Controls
2003,FBI,DDoS Attack,446334,481585.2019,Medium,Government,Unintentional Info Leak ,1,Regular Audits
2008,Amazon,Ransomware,499940,2537421.835,Critical,Technology,Weak Password Management,5,Regular Audits
2008,US Bancorp,DDoS Attack,477719,521717.4871,Medium,Finance,Unintentional Info Leak ,1,Regular Security Training
2020,Amazon,Phishing,105441,1942692.395,Critical,Technology,Phishing Attack,4,Two-factor Authentication
2005,Ascension,Physical Breach,713197,995487.8618,Medium,Healthcare,Improper Disposal ,2,Two-factor Authentication
2024,Walgreens,Password Guessing,789119,495281.9731,High,Retail,Unintentional Info Leak ,1,Regular Security Training
2009,Best Buy,Insider Threat,530315,1491028.426,Medium,Retail,Insider Threat,3,Regular Audits
2000,Apple,Insider Threat,923878,953001.6325,Medium,Technology,Improper Disposal ,2,Access Controls
2014,Home Depot,Phishing,35455,876331.7747,High,Retail,Improper Disposal ,2,Regular Security Training
2015,Capital One,Malware,328637,939430.5521,High,Finance,Improper Disposal ,2,Regular Audits
2021,JPMorgan Chase,Password Guessing,581684,2598317.027,High,Finance,Weak Password Management,5,Regular Audits
2005,American Express,Phishing,411396,2065420.26,High,Finance,Phishing Attack,4,Regular Audits
2021,Best Buy,DDoS Attack,299254,1456182.969,Low,Retail,Insider Threat,3,Regular Security Training
2011,DOE,DDoS Attack,779103,501595.5609,High,Government,Unintentional Info Leak ,1,Access Controls
2003,Google,Ransomware,375725,983587.6191,Low,Technology,Improper Disposal ,2,Regular Security Training
2007,Oracle,Physical Breach,90067,1037747.678,Low,Technology,Improper Disposal ,2,Two-factor Authentication
2010,EPA,Phishing,565570,984705.7048,High,Government,Improper Disposal ,2,Regular Audits
2016,CIA,Ransomware,22393,1465707.624,High,Government,Insider Threat,3,Access Controls
2018,NASA,Ransomware,601350,1947738.079,High,Government,Phishing Attack,4,Data Encryption
2015,Facebook,DDoS Attack,803059,468743.8279,Medium,Technology,Unintentional Info Leak ,1,Data Encryption
2013,HUD,Insider Threat,667311,1525971.058,High,Government,Insider Threat,3,Regular Security Training
2009,DOD,Phishing,312762,455853.0978,High,Government,Unintentional Info Leak ,1,Regular Audits
2023,Bank of America,Password Guessing,886194,1550399.927,High,Finance,Insider Threat,3,Two-factor Authentication
2018,NASA,Insider Threat,448852,2512489.879,High,Government,Weak Password Management,5,Regular Audits
2009,Cleveland Clinic,Password Guessing,567176,2511292.529,High,Healthcare,Weak Password Management,5,Regular Audits
2016,Walmart,Password Guessing,801527,999132.846,Critical,Retail,Improper Disposal ,2,Regular Security Training
2018,HCA Healthcare,Malware,693905,2550995.831,High,Healthcare,Weak Password Management,5,Data Encryption
2020,HCA Healthcare,DDoS Attack,645268,1487770.484,Critical,Healthcare,Insider Threat,3,Two-factor Authentication
2016,Facebook,Ransomware,485952,598619.4053,Medium,Technology,Unintentional Info Leak ,1,Access Controls
2013,Citigroup,DDoS Attack,871542,1933305.045,High,Finance,Phishing Attack,4,Data Encryption
2009,Walmart,Ransomware,721219,2090457.483,High,Retail,Phishing Attack,4,Regular Security Training
2006,UPMC,Malware,836762,890665.7142,High,Healthcare,Improper Disposal ,2,Access Controls
2013,NASA,Malware,168099,2434413.086,Low,Government,Weak Password Management,5,Regular Audits
2005,HUD,Password Guessing,510442,492382.4048,Low,Government,Unintentional Info Leak ,1,Data Encryption
2019,CVS,DDoS Attack,67670,2061084.195,High,Retail,Phishing Attack,4,Two-factor Authentication
2012,Mayo Clinic,Malware,118369,2496023.332,High,Healthcare,Weak Password Management,5,Regular Audits
2021,Amazon,DDoS Attack,977806,1066534.453,High,Retail,Improper Disposal ,2,Regular Security Training
2019,Amazon,DDoS Attack,846872,1019617.82,Critical,Retail,Improper Disposal ,2,Regular Security Training
2013,Home Depot,Malware,113002,510693.7215,Critical,Retail,Unintentional Info Leak ,1,Access Controls
2008,Amazon,Phishing,515178,2533042.875,High,Technology,Weak Password Management,5,Data Encryption
2017,Apple,Insider Threat,716903,1542905.885,Medium,Technology,Insider Threat,3,Data Encryption
2015,American Express,DDoS Attack,324141,2044583.3,Critical,Finance,Phishing Attack,4,Two-factor Authentication
2023,Ascension,Password Guessing,963023,1490823.485,Medium,Healthcare,Insider Threat,3,Access Controls
2009,JPMorgan Chase,DDoS Attack,719534,2074997.859,Critical,Finance,Phishing Attack,4,Access Controls
2000,JPMorgan Chase,Ransomware,316504,1468186.285,Critical,Finance,Insider Threat,3,Data Encryption
2006,Capital One,Insider Threat,663021,1022290.868,Critical,Finance,Improper Disposal ,2,Two-factor Authentication
2008,PNC Financial,DDoS Attack,818319,1973857.177,High,Finance,Phishing Attack,4,Data Encryption
2022,IBM,DDoS Attack,106272,1527148.205,High,Technology,Insider Threat,3,Two-factor Authentication
2011,Tenet Healthcare,Physical Breach,765654,2564075.781,High,Healthcare,Weak Password Management,5,Two-factor Authentication
2024,Lowe's,Password Guessing,673758,964167.5161,High,Retail,Improper Disposal ,2,Two-factor Authentication
2012,Capital One,Password Guessing,321389,1004337.959,Low,Finance,Improper Disposal ,2,Regular Security Training
2016,HHS,DDoS Attack,623871,2479609.488,High,Government,Weak Password Management,5,Access Controls
2015,Intel,Ransomware,182905,1363762.495,Critical,Technology,Insider Threat,3,Regular Security Training
2002,EPA,Ransomware,191724,1447447.464,Medium,Government,Insider Threat,3,Regular Security Training
2000,Treasury Department,Physical Breach,679540,2047055.494,Medium,Government,Phishing Attack,4,Access Controls
2006,Goldman Sachs,Password Guessing,894209,929369.3951,High,Finance,Improper Disposal ,2,Regular Audits
2008,CIA,Phishing,386792,1454957.356,High,Government,Insider Threat,3,Regular Audits
2013,Johns Hopkins,DDoS Attack,707331,1627909.03,Medium,Healthcare,Insider Threat,3,Regular Security Training
2008,UPMC,Password Guessing,519172,1004100.366,High,Healthcare,Improper Disposal ,2,Regular Audits
2006,CIA,Password Guessing,711083,2532779.484,Medium,Government,Weak Password Management,5,Two-factor Authentication
2009,PNC Financial,Malware,648684,963943.4506,Medium,Finance,Improper Disposal ,2,Access Controls
2002,Cisco,Insider Threat,140675,1522588.104,Critical,Technology,Insider Threat,3,Regular Security Training
2022,Kroger,Password Guessing,444852,1020697.968,Medium,Retail,Improper Disposal ,2,Regular Audits
2001,CVS,Ransomware,977292,1975335.296,Critical,Retail,Phishing Attack,4,Regular Audits
2022,UPMC,Phishing,266978,2013481.914,Medium,Healthcare,Phishing Attack,4,Data Encryption
2004,Walgreens,Phishing,609684,2494747.606,Medium,Retail,Weak Password Management,5,Data Encryption
2014,UPMC,Phishing,333731,2552764.745,High,Healthcare,Weak Password Management,5,Two-factor Authentication
2010,Best Buy,Malware,524460,1997384.104,Critical,Retail,Phishing Attack,4,Access Controls
2009,Ascension,Physical Breach,870887,510344.1255,Medium,Healthcare,Unintentional Info Leak ,1,Access Controls
2005,Amazon,Password Guessing,516138,1999596.946,Medium,Technology,Phishing Attack,4,Two-factor Authentication
2006,DOE,Phishing,242026,1510773.492,High,Government,Insider Threat,3,Access Controls
2013,Wells Fargo,Insider Threat,43773,1502712.779,Critical,Finance,Insider Threat,3,Access Controls
2014,Kindred Healthcare,Phishing,887925,1992644.144,Medium,Healthcare,Phishing Attack,4,Two-factor Authentication
2006,Microsoft,Malware,876512,991251.8254,High,Technology,Improper Disposal ,2,Regular Audits
2021,Cisco,Malware,612893,538109.3206,Low,Technology,Unintentional Info Leak ,1,Regular Security Training
2013,Cisco,Malware,806572,2002321.429,Low,Technology,Phishing Attack,4,Two-factor Authentication
2009,EPA,Insider Threat,392704,1015813.404,Critical,Government,Improper Disposal ,2,Regular Security Training
2000,NASA,Insider Threat,872051,1142761.393,High,Government,Improper Disposal ,2,Regular Audits
2021,Cleveland Clinic,Ransomware,46976,508403.0588,Critical,Healthcare,Unintentional Info Leak ,1,Regular Audits
2004,American Express,DDoS Attack,52047,2479095.883,Medium,Finance,Weak Password Management,5,Two-factor Authentication
